Filename;ActivityName;Location;ReferenceProduct
b01e5233-51e4-54a7-af52-bddadb455d08_c280bb96-1657-4aa3-a2bb-071d83c81759.spold;market for sewage sludge, 97% water, WWT-SLF, waste polyurethane;CH;sewage sludge, 97% water, WWT-SLF, waste polyurethane
3a334274-ca87-5eb9-916f-bf24f87971c1_39c3a4eb-af30-4d11-8484-aad16e31a2bc.spold;BTX production, from pyrolysis gas, average;RoW;raffinate
bb3107de-7666-5d95-8b74-1351156993e9_f2fbe464-48c0-409b-9795-1bba76ad162c.spold;market for bottom ash, MSWI[F], waste sealing sheet, polyethylene;CH;bottom ash, MSWI[F], waste sealing sheet, polyethylene
4b801a7c-3ebf-55b8-8592-60d31f437ef0_94ef9b64-be1e-4fea-a206-a952eb605628.spold;market for calcium nitrate;RER;calcium nitrate
28361cca-3563-5137-bf2c-3ab2685ce331_88afd721-07ec-4910-a004-fa3fecb6bf70.spold;treatment of waste plastic, mixture, unsanitary landfill, moist infiltration class (300mm);GLO;waste plastic, mixture
47a5774a-7965-5cb2-9182-641581d11ed2_472aa122-5d2c-45c0-9950-1c85af36eb30.spold;power sawing, with catalytic converter;RER;power sawing, with catalytic converter
71a9dcae-9083-545c-b8f0-f26435428b92_a9007f10-7e39-4d50-8f4a-d6d03ce3d673.spold;evaporation of natural gas, import from NG;JP;natural gas, high pressure
bf89ed00-71ee-5e55-b580-54e323d87073_cbe9c9dc-9b5e-40c0-a513-2db2d42e1b1f.spold;treatment of residue from cooling tower, sanitary landfill;RoW;residue from cooling tower
b0e906ff-eb7b-5bcf-8bc1-bb675d8f26b0_33bbc294-1d8e-46cf-acb8-2c8b409f685c.spold;transport, freight, lorry with refrigeration machine, 7.5-16 ton, EURO5, R134a refrigerant, freezing;GLO;transport, freight, lorry with refrigeration machine, 7.5-16 ton, EURO5, R134a refrigerant, freezing
ad24337c-e2ce-5a00-891f-c4e1eb5ee672_abc2de9f-54b8-467d-936b-428447eb3db6.spold;market for pyrolysis fuel oil;GLO;pyrolysis fuel oil
d92b1bde-27e7-51da-88dc-c80faae5683a_ce902a7a-1156-48eb-86a2-6e9dd86206e2.spold;phosphoric acid production, dihydrate process;RoW;fluosilicic acid, without water, in 22% solution state
529a7fef-9756-51e9-b922-6f0ea22ff08c_1c5d51e7-9762-5fbb-b707-03198c65b424.spold;natural gas, burned in gas turbine;AE;natural gas, burned in gas turbine
fd37d23c-d4ac-585f-8f69-4eafc7686fba_5321a299-0c03-4bfc-9dda-d020456f6b2e.spold;market for inorganic phosphorus fertiliser, as P2O5;VN;inorganic phosphorus fertiliser, as P2O5
41945c79-91d3-56ed-bb1d-95af7bb11fa1_e7c5b841-78e6-5c6f-b480-98aad5e0d289.spold;treatment of residues, MSWI[F]-WWT-SLF, waste aluminium, residual material landfill;CH;residues, MSWI[F]-WWT-SLF, waste aluminium
d0c8fed3-9c1f-5d77-b03a-ca42c96c5a49_88afd721-07ec-4910-a004-fa3fecb6bf70.spold;treatment of waste plastic, mixture, open burning;GLO;waste plastic, mixture
ab281ecf-545b-5b46-953b-4abc9eac8b87_d6b254b4-73ba-411c-a3b9-2d4eb73761c6.spold;treatment of sewage sludge, 97% water, WWT, heat carrier liquid, 40% C3H8O2, landfarming;RoW;sewage sludge, 97% water, WWT, heat carrier liquid, 40% C3H8O2
193fccab-86a2-5a90-a28f-af2dfd51c3b1_b05f505a-6d13-43a7-a38c-5fc1ce792799.spold;market for ventilation system, decentralized, 6 x 120 m3/h, steel ducts, with earth tube heat exchanger;GLO;ventilation system, decentralized, 6 x 120 m3/h, steel ducts, with earth tube heat exchanger
6916d092-4db4-51f3-9bad-84059cd3315f_44a35b54-ed4d-4e04-b822-9bc4b7e75952.spold;market for textile, nonwoven polypropylene;GLO;textile, nonwoven polypropylene
0ff48ea0-3bee-59c7-af80-e1ce3b4052e5_87062d01-a1ca-45cc-aaa4-159bec6fdcc6.spold;market for blower and heat exchange unit, GE 250 RH;GLO;blower and heat exchange unit, GE 250 RH
09a59ab8-2730-5370-a5b0-4b3b0d99cfb4_4c2bb0f0-422d-4fb3-bcfe-a36ef1b55874.spold;market for land tenure, arable land, measured as carbon net primary productivity, annual crop;DE;land tenure, arable land, measured as carbon net primary productivity, annual crop
4f9f3f21-3507-55d2-98a9-b63e4eb9eeb3_f5707bdf-f7e2-479b-b3ea-99c04de8a927.spold;market for inorganic nitrogen fertiliser, as N;TH;inorganic nitrogen fertiliser, as N
27dea970-1153-5c4a-88ad-8c270690fef9_d69294d7-8d64-4915-a896-9996a014c410.spold;electricity voltage transformation from medium to low voltage;DO;electricity, low voltage
faafb1bc-4795-5573-a35a-d0d5ecedcfbc_a9007f10-7e39-4d50-8f4a-d6d03ce3d673.spold;natural gas, high pressure, import from TT;RoE;natural gas, high pressure
a0c8b1e0-1781-5eca-8e72-d42e0842fd4a_66c93e71-f32b-4591-901c-55395db5c132.spold;heat and power co-generation, oil;US-TRE;electricity, high voltage
232a9d5a-b99a-57b5-8557-75e6bd6e31be_0930efae-d130-40c6-95bf-8e4966913dc8.spold;polystyrene production, extruded, HFC-152a blown;RER;polystyrene, extruded
92962768-935c-5671-b070-090d3c632be4_7d1bb097-f530-4f9d-adde-b77cf0e1d5d0.spold;market for leachate, SLF, residue from cooling tower;RoW;leachate, SLF, residue from cooling tower
5ad8a372-1b02-5c0d-aa02-3c620a5322c6_f4feb7e2-19a8-40af-84e0-9cd7c7142777.spold;purification of wet-process phosphoric acid to industrial grade, product in 85% solution state;RER;phosphoric acid, industrial grade, without water, in 85% solution state
41a3db9b-effa-5970-9e53-706048a04288_71051431-fb13-4033-a896-2c6ef0705d71.spold;market for calcium borates;GLO;calcium borates
ea8e4512-0719-5b3f-a789-a8f84032b9e4_ef5d9b7f-0d4a-49b9-a2eb-eef36ded1c38.spold;market for concrete, 30MPa;BR;concrete, 30MPa
cecbb17b-78ab-5ddd-b91b-ff21e9a8896e_d69294d7-8d64-4915-a896-9996a014c410.spold;market for electricity, low voltage;IN-Western grid;electricity, low voltage
b5e4e670-0d8e-59ac-968e-44bc2b618815_a20316af-08ff-4e90-b56d-9a99b716ba97.spold;market for terrain chipper on forwarder;GLO;terrain chipper on forwarder
b32cde4a-487b-5c05-9871-a5cc6d5aaa83_d69294d7-8d64-4915-a896-9996a014c410.spold;electricity voltage transformation from medium to low voltage;CN-NWG;electricity, low voltage
cced53a8-2543-5697-b44a-c4bcde578ec5_e1126956-dc57-4837-849f-57fb25c8effa.spold;rare earth oxides production, from rare earth carbonate concentrate;RoW;praseodymium oxide
30231e4d-7dad-5a3c-9129-3026ce880e3e_ec8fb345-3751-4db5-a67a-fddc6c72a183.spold;sawmill construction;RoW;sawmill
ab4ced42-706d-571f-98d5-6389c61fad88_71e2f1db-a2c5-44d0-8337-dfff15be974d.spold;treatment of blast furnace gas, in power plant;FI;heat, district or industrial, other than natural gas
459d38b6-8863-5a36-8c00-8ab4e5e937f4_60868859-3e43-4bec-99f4-c704995ac437.spold;maintenance, goods wagon;RoW;maintenance, goods wagon
81ce3d21-1851-5ce1-a510-99f79b7a3c97_e36aa595-9fc6-4eff-8f34-a9b11f460762.spold;market for acetic acid, without water, in 98% solution state;GLO;acetic acid, without water, in 98% solution state
af2b78c6-19a3-53ce-9b90-140ca5f8f6a0_759b89bd-3aa6-42ad-b767-5bb9ef5d331d.spold;electricity, medium voltage, residual mix;SI;electricity, medium voltage
84f7a6be-4505-5ec6-9151-aab82229ce7b_1125e767-7b5d-442e-81d6-9b0d3e1919ac.spold;heat and power co-generation, natural gas, 200kW electrical, lean burn;RoW;heat, district or industrial, natural gas
ebd123dc-a2b9-5bbf-8c8e-c4f5461f16d5_dd80f0f2-f4d5-40f0-9035-09c1a7f3f07b.spold;heat production, wood pellet, at furnace 25kW;RoW;heat, central or small-scale, other than natural gas
bcac0344-e3bb-50dd-bc41-802e46fa30c8_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, natural gas, conventional power plant;IN-RJ;electricity, high voltage
e88e90cd-342b-5f73-86a7-4c9a7d00dc18_c3d1b7fa-31c2-4c50-94c7-45dc90f55ef2.spold;boron carbide production;GLO;boron carbide
7a920ab9-c514-5928-92f2-38b879cbb198_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, wind, 1-3MW turbine, onshore;CO;electricity, high voltage
573c46ab-8b66-5b1c-9043-65dc5595f09e_2b730e0b-51da-4e2c-9add-1de102263739.spold;collector field area construction, solar tower power plant, 20 MW;RoW;collector field area, solar tower power plant, 20 MW
c7f5f1a9-866d-5f26-8ba8-32c6db79c575_c6c77fb4-9850-4849-be9e-71fc9656bc03.spold;heptane to generic market for solvent, organic;GLO;solvent, organic
f3f0dee5-d2f9-5f8c-8cdb-a59a734b1c67_7f340c83-60b2-503c-b7aa-b8b8c06f6852.spold;market for sewage sludge, 97% water, WWT-SLF, waste polyethylene terephthalate;RoW;sewage sludge, 97% water, WWT-SLF, waste polyethylene terephthalate
16bbcef0-0f0a-5489-ac53-10668ea4b11b_7657e25c-8583-4c76-b496-f6a1a5292857.spold;market for capacitor, tantalum-, for through-hole mounting;GLO;capacitor, tantalum-, for through-hole mounting
d4541e68-7f9f-5489-87ab-a0afba9ef5f3_3a9b33f8-d1b1-4bea-9df7-7db6846c6df6.spold;rare earth oxides production, from rare earth oxide concentrate, 50% REO;CN-NM;samarium-europium-gadolinium oxide
c57eaddd-e0f9-54df-964e-9aa93f059ddb_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, solar thermal parabolic trough, 50 MW;US-SERC;electricity, high voltage
0d96384c-d4f1-57ba-9976-6a9c1d31210a_7513d2f5-d7ee-497b-971b-a5ad34ab5c83.spold;treatment of waste rubber, unspecified, municipal incineration;RoW;waste rubber, unspecified
ff387b33-777b-534f-a356-178057e1f7b6_8e980744-d9fc-4485-bb0b-2ebbaa21d66f.spold;treatment of sewage sludge, 97% water, WWT-SLF, waste gypsum, landfarming;CH;sewage sludge, 97% water, WWT-SLF, waste gypsum
465053c8-9fa9-5ab7-98f2-ded5dc5cc0ea_10eee5b2-af13-5d34-b788-a7da22cf39ed.spold;treatment of bottom ash, MSWI[F], waste rubber, unspecified, slag compartment;CH;bottom ash, MSWI[F], waste rubber, unspecified
87f294b6-16e0-5c42-8d51-6ea5272435c7_9485f4e8-b73b-47cd-b262-73a4f37a922e.spold;selective coating, copper sheet, black chrome;CA-QC;selective coat, copper sheet, black chrome
b419f16b-e154-5d93-a050-86745a93c0ae_7b0f3487-1bfa-4c7b-a654-448c9acc31e1.spold;petrol production, 15% ETBE additive by volume, with ethanol from biomass;RER;petrol, 15% ETBE additive by volume, with ethanol from biomass
b5ab2e01-3ec8-5ad5-8d0b-40fe49052045_c1079141-b4b3-5aea-8ebc-eea359e5f6c3.spold;market for basic oxygen furnace dust, for recovery;RER;basic oxygen furnace dust, for recovery
3a334274-ca87-5eb9-916f-bf24f87971c1_43c61790-cbeb-493e-8836-279a12ce3e43.spold;BTX production, from pyrolysis gas, average;RoW;xylene, mixed
483ad899-cca1-58f7-ad41-70ab300ada6d_c5d96d5d-ba53-42b6-9dc5-7a21d1608af7.spold;market for heat and power co-generation unit, 160kW electrical, components for electricity only;GLO;heat and power co-generation unit, 160kW electrical, components for electricity only
2d45700c-1b30-538c-bd1d-8f149800072f_dd80f0f2-f4d5-40f0-9035-09c1a7f3f07b.spold;heat and power co-generation, biogas, gas engine;BG;heat, central or small-scale, other than natural gas
21e31fdc-b133-5d57-a604-acc21ed13d12_32b92bba-6384-4d3e-9d19-d64be49c3c56.spold;market for passenger car maintenance;GLO;passenger car maintenance
4a2074e1-b28d-5400-9dee-da6a5e851d66_60a370e0-7cb5-4494-95bb-aecca3a4f103.spold;nitrotoluenes production, toluene nitration;IN;o-nitrotoluene
857e08ae-c7c8-5860-8e05-be71968d018b_319ab25e-8c69-47bc-baeb-e22971136dfe.spold;phosphoric acid production, dihydrate process;RER;phosphoric acid, fertiliser grade, without water, in 70% solution state
247b7145-e392-5d3e-b1db-8faec652e5e5_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, hard coal;GB;electricity, high voltage
43b86815-41a8-59c6-bbaa-e3324a2abdd7_71e2f1db-a2c5-44d0-8337-dfff15be974d.spold;steel production, electric, low-alloyed;AT;heat, district or industrial, other than natural gas
5b5c5802-a55e-522c-bf77-5b22ac59c60a_4447af36-0897-4b00-8fd0-fd6a446dda6a.spold;cast iron production;RoW;cast iron
0a759fee-6d0f-5441-afd7-101b95c242b0_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, wind, 1-3MW turbine, onshore;EE;electricity, high voltage
4b2b69ef-e846-5b2d-8e1b-7f2ab10d3744_bb40c6e9-0cb7-4b82-9b90-114a9cd2b725.spold;methacrylic acid production;RoW;methacrylic acid
e1fdac0d-943b-5611-b04b-8c5631b38428_7f6bb533-2d3c-43a6-ac60-6eef299d7c52.spold;market for waste cement, hydrated;RoW;waste cement, hydrated
4308b406-3c88-5e2f-93ae-eb4651498ab1_81ee824a-aac6-48b0-81cd-2a1e3c3da7ef.spold;treatment of wastewater from black chrome coating, wastewater treatment;RoW;wastewater from black chrome coating
461ad966-e20e-5868-ba0c-509b3c6a1354_d69294d7-8d64-4915-a896-9996a014c410.spold;electricity voltage transformation from medium to low voltage;ME;electricity, low voltage
1d0c6ae3-94d2-5407-9f88-2025bd9146e4_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity, high voltage, production mix;IL;electricity, high voltage
b9b72fa9-81d9-5fd0-8416-77a73481ed49_b97d1806-5822-408c-b42d-811a9b25c941.spold;cellulose fibre production;RoW;cellulose fibre
2251f66b-6e2c-5f65-adc1-bd06f63272b0_2f5bfd17-304f-4568-b051-155ed2d2f3b0.spold;market for 4-tert-butyltoluene;RoW;4-tert-butyltoluene
8c687763-b850-514d-9549-86e6bf08e12c_d69294d7-8d64-4915-a896-9996a014c410.spold;electricity voltage transformation from medium to low voltage;RS;electricity, low voltage
5ddeb861-2f84-5c2a-bf1e-f62da03437d4_07cd48ed-2acc-44e6-a7cb-8ce723ad9412.spold;market for bottom ash, MSWI, hard coal ash;GLO;bottom ash, MSWI, hard coal ash
7b96ddcd-e8e8-5a9a-a068-6d31621c33e0_66c93e71-f32b-4591-901c-55395db5c132.spold;heat and power co-generation, lignite;BG;electricity, high voltage
7d4fbc09-d4c2-5714-aa7c-7be49de1e70c_0ca3ff6f-4931-4a88-96ce-ba5102b3024f.spold;market for panel glass, for cathode ray tube display;GLO;panel glass, for cathode ray tube display
af8427d1-7126-5a54-890f-c60e0bf892da_66c93e71-f32b-4591-901c-55395db5c132.spold;market for electricity, high voltage;BN;electricity, high voltage
f229d383-3a99-5220-822f-c5f0e6cdd897_02a08ad3-a2d4-4d88-bbdc-f4c378f38b2b.spold;market for chromium steel removed by drilling, conventional;GLO;chromium steel removed by drilling, conventional
771279a8-cf64-54a2-9134-d1c01698203f_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, hydro, run-of-river;CN-CQ;electricity, high voltage
7dc6c7c2-0b54-56b5-89bf-b8b0ab3ed9f0_0988a106-557d-4dd3-a721-59c519857792.spold;treatment of used blower and heat exchange unit, KWL 250;CH;used blower and heat exchange unit KWL 250
2395377f-e868-5f92-97b1-e5c504b9667c_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, wind, 1-3MW turbine, offshore;CN-FJ;electricity, high voltage
81bfc500-2d6f-53dd-b672-64dd66eea5a8_1e8b4d56-39a8-4f15-b606-435b988945dc.spold;market for unreinforced concrete, 15MPa;CH;unreinforced concrete, 15MPa
f245b212-b71d-582d-80b7-d5a7eb120093_6808a91f-0322-406b-a4cf-41473f5a5ca8.spold;aircraft production, dedicated freight aircraft, long haul;GLO;aircraft, dedicated freight, long haul
ee9c2776-f0c4-5062-9392-38f62071a9ae_1f4388f9-8a79-452d-8364-802a5bc5f548.spold;market for transport, passenger car, large size, natural gas, EURO 3;GLO;transport, passenger car, large size, natural gas, EURO 3
3ed9feb2-ff3b-599c-8cda-143a7cd19e99_b1e480cc-6707-4f7f-898d-a7dc46437d3b.spold;hot rolling, steel;AT;hot rolling, steel
0d51b21c-f486-5e49-8104-39394dc98a3f_e03dc076-23ea-4705-b9f5-7bba07abd0ae.spold;hexamethyldisilazane production, amination of chlorosilane;GLO;ammonium chloride
8d96a2b4-4d3e-5f6a-99d0-3742d8875d71_5321a299-0c03-4bfc-9dda-d020456f6b2e.spold;nutrient supply from diammonium phosphate;RER;inorganic phosphorus fertiliser, as P2O5
df9d25d1-08fe-5958-a4fa-ab36db767f57_3e803adf-71e1-4bf6-b16b-ef6b9189edbb.spold;sugarcane transfer, by dump cart;RoW;sugarcane transfer, by dump cart
233b30b5-b293-53b5-8813-d33e9596dff7_db7cf5d1-0418-566f-b7ff-02191643515a.spold;market for trisodium phosphate;GLO;trisodium phosphate
8ad855fd-89f8-5df3-be80-e77be6e44e32_8b9bb4a8-9788-457f-ad15-0cec2fabea7a.spold;market for leachate, SLF, hard coal ash;GLO;leachate, SLF, hard coal ash
d7f00f0d-73b1-5070-8b29-a90185609252_2f23f059-dd4a-4f4c-823f-e5b6c62dd799.spold;market for helium, crude stockpiling;GLO;helium, crude stockpiling
389baaae-7aff-5a80-b410-75c256addce9_f9085fa4-3e75-58fa-bd4b-4aecba984c09.spold;market for residues, MSWI[F], waste expanded polystyrene;CH;residues, MSWI[F], waste expanded polystyrene
6f8d24c2-709f-5f09-a7e2-79872623ee4c_a9007f10-7e39-4d50-8f4a-d6d03ce3d673.spold;petroleum and gas production, onshore;LY;natural gas, high pressure
b9013711-c51d-5a68-8f83-254886d5eb5a_7c0ab4ca-e778-44c1-a33d-c26466d32c1a.spold;energy and auxilliary inputs, metal working machine, with process heat from heavy fuel oil;RoW;energy and auxilliary inputs, metal working machine
7b18dd55-6d46-5fbe-8a41-8f76cfa53131_aabed306-e9a0-4441-86ac-5936fe671ed2.spold;fibre production, jute, retting;RoW;fibre, jute
243454b7-fb77-5557-a64c-fdcfc6a92497_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, hydro, reservoir, non-alpine region;IN-JH;electricity, high voltage
4abf08ae-b37e-55ea-a336-5b63d651d38c_80761dd3-0a68-4821-aa1c-088faeac8386.spold;market for waste plastic, consumer electronics;CH;waste plastic, consumer electronics
1ca8e3db-e5ad-556a-945b-ac09f46d6fb7_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, natural gas, conventional power plant;US-WECC;electricity, high voltage
7854b92c-c170-58cc-96a1-8b0a4630f6ae_2581d7f7-59e3-411d-b12e-3cb653bf4e9f.spold;tower silo production, plastic;RoW;tower silo, plastic
492d1bfb-ad5b-515c-a497-5edbbbf5edc8_847db7e2-b84f-40ed-89ba-cede5b6c30c6.spold;air input/output unit production, heat and power co-generation unit, 160kW electrical;RoW;air input/output unit, heat and power co-generation unit, 160kW electrical
83ea3190-adb8-5276-aeac-bd987a2fe725_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, natural gas, conventional power plant;UA;electricity, high voltage
5c099205-c278-5209-83f6-81329295b0de_a22bce13-be2f-48c4-901c-230c2b1a3ca4.spold;transmission network construction, electricity, high voltage direct current subsea cable;RoW;transmission network, electricity, high voltage direct current subsea cable
ffc0a6a7-1a76-5c8b-a0f8-d2efbaec53ba_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, hydro, run-of-river;IN-CT;electricity, high voltage
1e250591-64b8-5c63-b07d-c4cbcae63cfd_b4ad5cda-b0ec-49ae-a032-a15388e71455.spold;market for iron(III) chloride, without water, in 14% iron solution state;GLO;iron(III) chloride, without water, in 14% iron solution state
5d52b590-8f30-57fc-acc8-b606b3a8dbd9_1125e767-7b5d-442e-81d6-9b0d3e1919ac.spold;heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical;US-NPCC;heat, district or industrial, natural gas
26c4064d-7a8f-5c76-8e73-54812452fd64_b33c0cdb-486f-4421-9056-30c5ea6111b0.spold;market for maize grain, feed, organic;GLO;maize grain, feed, organic
45761b53-3e8e-5fa3-887a-2c2dc8674442_759b89bd-3aa6-42ad-b767-5bb9ef5d331d.spold;electricity, from municipal waste incineration to generic market for electricity, medium voltage;RS;electricity, medium voltage
dbde0054-5eb2-5ff6-93a3-a82c5f015f91_d69294d7-8d64-4915-a896-9996a014c410.spold;electricity voltage transformation from medium to low voltage;YE;electricity, low voltage
5d56b324-a35a-5bc3-9022-268646867bfe_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, lignite;DE;electricity, high voltage
98a7a413-f819-5c1c-8585-d422154e3aa2_b6abeedb-cebf-4b0d-943a-2980192bfc07.spold;treatment of waste polyvinylfluoride, municipal incineration FAE;CH;waste polyvinylfluoride
5a7362fa-a97d-5b91-b72f-d260dd68da1b_b77c44e6-9d76-47c3-8f45-4e68ebf7dfff.spold;magnesium-alloy production, AZ91, diecasting;RER;magnesium-alloy, AZ91, diecast
d843f731-c636-5c41-9ccc-88b05222947d_08c64e0a-dbf8-47a7-86dc-c281f357e9cd.spold;horn meal production;CH;horn meal
e7be25e7-7b0b-50dd-9d5e-1a01c2da2087_60e40c5e-8a0e-52f7-8c7f-2664ac536903.spold;treatment of sewage sludge, 97% water, WWT-SLF, refinery sludge, landfarming;RoW;organic nitrogen fertiliser, as N
c729b160-a2b1-55a8-97bb-dba7e2e006cd_63b19600-43b7-42f4-bb72-172da4012027.spold;market for aluminium removed by turning, average, conventional;GLO;aluminium removed by turning, average, conventional
b179065b-e9a3-555f-b250-dc05fd44e3b1_a9007f10-7e39-4d50-8f4a-d6d03ce3d673.spold;natural gas, high pressure, import from RU;RoE;natural gas, high pressure
1d020ccb-6d8a-55b9-afcd-a2c934821a56_ed65d3d9-349b-4e2c-870c-381209bc1484.spold;transport, passenger car, medium size, diesel, EURO 3;RoW;transport, passenger car, medium size, diesel, EURO 3
